rank	char	frequency_weight
2218	慨	5.348620588868763e-05
2219	痘	5.347908278238005e-05
2220	诡	5.341865299018789e-05
2221	翠	5.307915590269856e-05
2222	颈	5.304602827430847e-05
2223	盐	5.294213771068756e-05
2224	枚	5.293280437122773e-05
2225	寨	5.286487600810086e-05
2226	曰	5.26918828236328e-05
2227	贱	5.268832056916393e-05
2228	寞	5.263388191008688e-05
2229	咐	5.252096536634683e-05
2230	琪	5.244132829272356e-05
2231	柏	5.233204274253321e-05
2232	搂	5.232868627441471e-05
2233	癌	5.226658691400092e-05
2234	恍	5.214233565526108e-05
2235	腻	5.208485804035989e-05
2236	咕	5.207792555679231e-05
2237	肿	5.207538484905043e-05
2238	鹏	5.205976587627847e-05
2239	赐	5.204207394833456e-05
2240	韵	5.203155298985684e-05
2241	亭	5.196558298147636e-05
2242	嗓	5.192276037716012e-05
2243	捂	5.188396724515867e-05
2244	渊	5.186958298640764e-05
2245	削	5.185885250123249e-05
2246	纽	5.165890482622649e-05
2247	炫	5.152142375862123e-05
2248	戈	5.132096714785528e-05
2249	掠	5.105513614121074e-05
2250	逝	5.101902002727469e-05
2251	芝	5.091813024104939e-05
2252	磁	5.083062544540049e-05
2253	鸭	5.077409960262789e-05
2254	携	5.076665046645377e-05
2255	灿	5.072047934361699e-05
2256	泼	5.067605283957827e-05
2257	漆	5.067186564629375e-05
2258	膊	5.055887144417751e-05
2259	憾	5.05024053560504e-05
2260	趟	5.045252648244408e-05
2261	卜	5.039523968978408e-05
2262	妨	5.039453371867752e-05
2263	弦	5.038348451807901e-05
2264	氧	5.035449024014097e-05
2265	藤	5.033885126003317e-05
2266	狮	5.030925505673721e-05
2267	俺	5.027142491926603e-05
2268	瓣	5.025264758044933e-05
2269	佣	5.011581085913159e-05
2270	殖	5.000051887717437e-05
2271	刮	4.999143851949877e-05
2272	躁	4.998995676875683e-05
2273	萝	4.9975424541627e-05
2274	棉	4.996916866892182e-05
2275	儒	4.986168371925796e-05
2276	魄	4.972132368937524e-05
2277	泳	4.961124094890334e-05
2278	浙	4.960983348262289e-05
2279	盼	4.955128936352719e-05
2280	囊	4.952339799846943e-05
2281	衷	4.948546852529407e-05
2282	肆	4.943942943770974e-05
2283	薛	4.9430853874404e-05
2284	嚷	4.939019207052001e-05
2285	萍	4.919755428174309e-05
2286	廊	4.917333268988794e-05
2287	喉	4.914199230140691e-05
2288	揉	4.906889317515523e-05
2289	嫩	4.906642979192715e-05
2290	哗	4.901695975090124e-05
2291	瑶	4.891108564829045e-05
2292	纱	4.881413424888593e-05
2293	剥	4.878084485788663e-05
2294	蒸	4.864348867802184e-05
2295	旺	4.862934293841964e-05
2296	雀	4.85413179839289e-05
2297	哑	4.853959303792408e-05
2298	押	4.850959778856906e-05
2299	泣	4.843935882038798e-05
2300	沃	4.843396206339558e-05
2301	鼎	4.839851821875046e-05
2302	凄	4.826103270914292e-05
2303	庙	4.820120300470512e-05
2304	驳	4.819944428970404e-05
2305	丘	4.811024481013106e-05
2306	柄	4.806831679444642e-05
2307	涩	4.798595343560854e-05
2308	侣	4.793452106469713e-05
2309	瞒	4.789124577235094e-05
2310	颖	4.786416499144237e-05
2311	谎	4.786355595114246e-05
2312	潘	4.782320153984934e-05
2313	桂	4.78012692767634e-05
2314	宴	4.776415940610297e-05
2315	肺	4.775528466648612e-05
2316	屑	4.775197225467877e-05
2317	斑	4.756969349415894e-05
2318	奢	4.749636971016943e-05
2319	塌	4.739834155182549e-05
2320	昭	4.739353569865094e-05
2321	兮	4.738526198323562e-05
2322	憋	4.730375102689176e-05
2323	蜂	4.730295934806043e-05
2324	屎	4.729326103146977e-05
2325	铭	4.72869375882021e-05
2326	浸	4.710247711807761e-05
2327	函	4.701349992391491e-05
2328	勿	4.680679642487911e-05
2329	乾	4.679877345396188e-05
2330	嫂	4.674820527660054e-05
2331	侦	4.663392358571844e-05
2332	於	4.653727954565461e-05
2333	卸	4.647846383938881e-05
2334	霉	4.613292625120438e-05
2335	伐	4.607114610836794e-05
2336	券	4.597453640459432e-05
2337	咯	4.590926732409375e-05
2338	舟	4.590496793528121e-05
2339	瑰	4.58813406204784e-05
2340	遂	4.577377574122181e-05
2341	眯	4.575674632929769e-05
2342	鞭	4.571441809835541e-05
2343	葡	4.57059289104992e-05
2344	翅	4.552634236626575e-05
2345	垫	4.549891684967397e-05
2346	湘	4.537943106164422e-05
2347	蹦	4.53459910306868e-05
2348	坠	4.532386286888283e-05
2349	肝	4.524311807258421e-05
2350	刊	4.512720666326158e-05
2351	址	4.511377931961638e-05
2352	谣	4.507696892519905e-05
2353	辕	4.505983209497198e-05
2354	汁	4.496166882739287e-05
2355	宰	4.494039634156681e-05
2356	黛	4.487331844357978e-05
2357	葬	4.472409716837864e-05
2358	烫	4.464070314401722e-05
2359	煞	4.461525852876641e-05
2360	卿	4.453171837362975e-05
2361	冤	4.447748299489451e-05
2362	龟	4.447269808414256e-05
2363	肢	4.441318793046428e-05
2364	犬	4.43784991232133e-05
2365	痒	4.43207087386322e-05
2366	佐	4.425709709939417e-05
2367	狭	4.419452440914002e-05
2368	腕	4.411265051413046e-05
2369	寡	4.407598351172845e-05
2370	馨	4.406676173264187e-05
2371	耸	4.401285549100609e-05
2372	厦	4.39357372130047e-05
2373	腊	4.381396019210181e-05
2374	啤	4.357973534836575e-05
2375	辽	4.351970914398552e-05
2376	潇	4.337331275479777e-05
2377	乙	4.337020849962771e-05
2378	禅	4.3196526879991e-05
2379	辜	4.308583586805497e-05
2380	筒	4.308277647128202e-05
2381	陛	4.304821746199738e-05
2382	嘟	4.301283951792257e-05
2383	昧	4.297071603713287e-05
2384	夷	4.294409996942211e-05
2385	丸	4.277351041285642e-05
2386	逍	4.225562689150235e-05
2387	竖	4.216870090800302e-05
2388	枕	4.215737427560199e-05
2389	叮	4.208695119907873e-05
2390	惩	4.198643687748058e-05
2391	帘	4.194774785772817e-05
2392	窃	4.193568743096777e-05
2393	歹	4.154489892643463e-05
2394	溪	4.149856761054999e-05
2395	崖	4.146923157048065e-05
2396	翰	4.143466090382092e-05
2397	珊	4.133206160324337e-05
2398	赴	4.131339104893523e-05
2399	咧	4.123543423053106e-05
2400	豹	4.123533202238597e-05
2401	钥	4.122421808973549e-05
2402	梳	4.116736237495804e-05
2403	菌	4.113266174340081e-05
2404	靖	4.101146754303676e-05
2405	楠	4.09827032341054e-05
2406	氓	4.088979409965892e-05
2407	乞	4.084131895130576e-05
2408	萄	4.083879818439932e-05
2409	搏	4.080299778044492e-05
2410	碑	4.080055109781857e-05
2411	仆	4.077999316717163e-05
2412	棵	4.073243358312286e-05
2413	溢	4.066867390900562e-05
2414	纲	4.066216816038872e-05
2415	妒	4.059765475175689e-05
2416	耿	4.057878829873072e-05
2417	贩	4.054582116400066e-05
2418	厢	4.054092242165894e-05
2419	凰	4.0537961792616e-05
2420	敦	4.051273448604921e-05
2421	娟	4.048673911601343e-05
2422	巷	4.042507687965645e-05
2423	罐	4.041134247728277e-05
2424	滩	4.023301857075387e-05
2425	惶	4.021770722400436e-05
2426	俯	4.016790143241077e-05
2427	詹	4.013410898353414e-05
2428	岚	4.006012335261004e-05
2429	蔽	4.003283942436044e-05
2430	窜	3.998257059024139e-05
2431	叨	3.997987065846884e-05
2432	骤	3.991421315308649e-05
2433	菊	3.980693686153371e-05
2434	蹭	3.976829527132696e-05
2435	嫉	3.971817153246559e-05
2436	尹	3.967451042099676e-05
2437	卵	3.957201526523822e-05
2438	耽	3.948032862082385e-05
2439	吩	3.947366895944513e-05
2440	殷	3.94485312353114e-05
2441	咸	3.937835763297665e-05
2442	撩	3.91394477149864e-05
2443	兜	3.909112103580563e-05
2444	蓄	3.907588711332052e-05
2445	矫	3.894246350821407e-05
2446	哟	3.89254710050891e-05
2447	搅	3.888690727343994e-05
2448	攀	3.887930886668766e-05
2449	署	3.881641178262874e-05
2450	捐	3.880730283286454e-05
2451	舆	3.87909043387497e-05
2452	遣	3.876722147787207e-05
2453	旨	3.868752695407003e-05
2454	咪	3.860322087231971e-05
2455	艇	3.855539818610303e-05
2456	挪	3.852742892923748e-05
2457	疫	3.850654737226111e-05
2458	雇	3.850142420629337e-05
2459	栋	3.833859398443318e-05
2460	钉	3.833804236106185e-05
2461	瑜	3.82590209412067e-05
2462	煤	3.814753360757547e-05
2463	郡	3.809526102626912e-05
2464	衍	3.804741335531013e-05
2465	浏	3.802342116380727e-05
2466	匙	3.800585238711127e-05
2467	裕	3.786992999371875e-05
2468	腥	3.780620108247585e-05
2469	狄	3.766842384536161e-05
2470	彬	3.76666805620131e-05
2471	诧	3.75288875593839e-05
2472	懵	3.747249114610461e-05
2473	饥	3.745187806974563e-05
2474	罕	3.744806336821653e-05
2475	镖	3.736924990549749e-05
2476	隶	3.736494076341382e-05
2477	诈	3.733196758318974e-05
2478	贬	3.728876804443559e-05
2479	撼	3.727900332648102e-05
2480	侃	3.725487235257651e-05
2481	诀	3.718806674273455e-05
2482	狸	3.709625631259768e-05
2483	碌	3.697085521154527e-05
2484	翘	3.694397781140933e-05
2485	煎	3.675462554627372e-05
2486	谐	3.668050701083058e-05
2487	蹈	3.667655162279588e-05
2488	扒	3.664712453048272e-05
2489	哩	3.664432359369405e-05
2490	宪	3.663789810853227e-05
2491	贞	3.663595789094815e-05
2492	斧	3.659435727519021e-05
2493	徽	3.644935071591421e-05
2494	钓	3.62030567276642e-05
2495	雯	3.619422661301289e-05
2496	芸	3.617659841485356e-05
2497	帆	3.616098558732622e-05
2498	掀	3.615663716547627e-05
2499	宛	3.59933910300241e-05
2500	壶	3.597625453297921e-05
2501	稚	3.595036541204781e-05
2502	朕	3.594995651296702e-05
2503	芙	3.592661631605726e-05
2504	沫	3.582195812258035e-05
2505	岭	3.568508950243991e-05
2506	鹅	3.56068521124303e-05
2507	兹	3.560621989174145e-05
2508	尉	3.559593902265414e-05
2509	谭	3.545483370796817e-05
2510	哨	3.534694520306237e-05
2511	舔	3.525729310127963e-05
2512	扁	3.523107173737627e-05
2513	沸	3.522678868205286e-05
2514	蓬	3.517141799150127e-05
2515	撇	3.504555137584527e-05
2516	淑	3.501868429695464e-05
2517	翁	3.482083085340558e-05
2518	眸	3.479260226864961e-05
2519	祈	3.470260653388182e-05
2520	喻	3.468390201039604e-05
2521	琢	3.462194330391788e-05
2522	戳	3.457537984824083e-05
2523	掘	3.449422611961123e-05
2524	呐	3.446871764089483e-05
2525	挫	3.444723121893903e-05
2526	揣	3.433647123313015e-05
2527	顽	3.431238528455397e-05
2528	荆	3.430626381874856e-05
2529	琼	3.426998818016964e-05
2530	拽	3.425127116465282e-05
2531	竭	3.420679439187774e-05
2532	虾	3.418161521651178e-05
2533	郊	3.417987911460567e-05
2534	嘱	3.415392078636984e-05
2535	瓷	3.411304097146643e-05
2536	舱	3.407505358056892e-05
2537	摧	3.402856043489448e-05
2538	麟	3.402119273137405e-05
2539	妓	3.399125623507736e-05
2540	轴	3.398900588546225e-05
2541	栗	3.389370614986845e-05
2542	匠	3.379869770748818e-05
2543	旭	3.37557315109752e-05
2544	倦	3.367944766591694e-05
2545	伞	3.36434121160482e-05
2546	彦	3.359912275834939e-05
2547	菩	3.358364056344434e-05
2548	胀	3.346743682539061e-05
2549	喵	3.345643475372556e-05
2550	骇	3.34111894831883e-05
2551	堕	3.340989885461954e-05
2552	瘾	3.340792620416894e-05
2553	宵	3.33781500678513e-05
2554	泊	3.326067741248721e-05
2555	嗦	3.318362860983245e-05
2556	拢	3.314583320969448e-05
2557	鹤	3.309120085593531e-05
2558	嚣	3.302907861642499e-05
2559	蟹	3.29665605371589e-05
2560	拘	3.296276684523301e-05
2561	卦	3.288291586941041e-05
2562	嫣	3.284660846637e-05
2563	磕	3.279058865366622e-05
2564	捞	3.277078475814606e-05
2565	砰	3.274777139386903e-05
2566	燥	3.273619558721146e-05
2567	烁	3.26640822687664e-05
2568	鸦	3.259137834711569e-05
2569	笛	3.257305586847507e-05
2570	琐	3.254864114991201e-05
2571	坤	3.244788216392041e-05
2572	葩	3.243244980345853e-05
2573	侮	3.238710269188876e-05
2574	瞄	3.229655209419613e-05
2575	椒	3.229287711015546e-05
2576	轿	3.226852057735676e-05
2577	吁	3.222062744745647e-05
2578	寓	3.221749279720486e-05
2579	娅	3.21018256186627e-05
2580	攒	3.208160651052553e-05
2581	颊	3.207834126158203e-05
2582	酬	3.202416273180118e-05
2583	撸	3.200849208630227e-05
2584	杖	3.194511869953128e-05
2585	俏	3.182911894347456e-05
2586	掐	3.175101893323645e-05
2587	煌	3.172951848293845e-05
2588	妞	3.170337260594535e-05
2589	渺	3.167117423701967e-05
2590	脊	3.164753780342032e-05
2591	倚	3.147900560344283e-05
2592	渗	3.14137275038963e-05
2593	弊	3.138538385117138e-05
2594	丐	3.133833464012333e-05
2595	膏	3.125738165325701e-05
2596	兆	3.117289373506127e-05
2597	赠	3.108754569820514e-05
2598	醋	3.107441322186957e-05
2599	陀	3.106590155527962e-05
2600	沦	3.1006072285135e-05
2601	滥	3.094480395117963e-05
2602	挠	3.087052004578098e-05
2603	烛	3.078913695004929e-05
2604	谊	3.068883349127834e-05
2605	芦	3.063846448611895e-05
2606	侄	3.056497062280967e-05
2607	芯	3.055678969613072e-05
2608	噢	3.05279499002891e-05
2609	沐	3.051690945069434e-05
2610	吱	3.046755741657867e-05
2611	俘	3.040510600671869e-05
2612	磊	3.030657001395257e-05
2613	滨	3.025031615803264e-05
2614	凳	3.02378134642382e-05
2615	斌	3.021669853245066e-05
2616	噩	3.011352195603468e-05
2617	瞅	3.007746740109749e-05
2618	窄	3.007453970571461e-05
2619	淮	3.00738108548313e-05
2620	茅	3.000304150631367e-05
2621	沧	3.000207727608445e-05
2622	巅	2.997567053420954e-05
2623	袜	2.995494897009964e-05
2624	钦	2.99398997239309e-05
2625	螺	2.99261130150359e-05
2626	辟	2.990872423786198e-05
2627	蜀	2.990537625338523e-05
2628	渔	2.989503051856495e-05
2629	甫	2.980937802873946e-05
2630	扛	2.980211877903955e-05
2631	嘶	2.975783750461972e-05
2632	昊	2.970196689599371e-05
2633	盔	2.954410215238176e-05
2634	拯	2.954316113579167e-05
2635	隙	2.946656381939831e-05
2636	坟	2.943602442872653e-05
2637	葱	2.94159128732535e-05
2638	悍	2.94006826585455e-05
2639	仑	2.939355788292597e-05
2640	佑	2.935694435624385e-05
2641	搁	2.935304010553189e-05
2642	屡	2.931484505811046e-05
2643	傍	2.930260887364885e-05
2644	锡	2.922261510703531e-05
2645	彪	2.912877982035733e-05
2646	怯	2.911483749477796e-05
2647	昔	2.909842109761263e-05
2648	恳	2.897882792384993e-05
2649	陋	2.879831212015205e-05
2650	咚	2.875798820437126e-05
2651	拂	2.875645354588364e-05
2652	筷	2.874714602514188e-05
2653	滞	2.870148046483054e-05
2654	凛	2.866807059552306e-05
2655	滤	2.863595756652936e-05
2656	厘	2.860385372351281e-05
2657	坎	2.857854652128369e-05
2658	妍	2.857425458127554e-05
2659	蚁	2.854312555641531e-05
2660	绣	2.85202308335231e-05
2661	驴	2.850791111212246e-05
2662	暧	2.847752640304829e-05
2663	愕	2.847020539484835e-05
2664	拎	2.843510718704279e-05
2665	拱	2.835390880087765e-05
2666	茹	2.835191494064246e-05
2667	履	2.832563038099829e-05
2668	睹	2.82868705836999e-05
2669	枉	2.812875315891592e-05
2670	坊	2.811366189354076e-05
2671	畜	2.806862297596764e-05
2672	蚊	2.80627313448077e-05
2673	峡	2.796046044642422e-05
2674	彤	2.794726858255574e-05
2675	恕	2.793397096969627e-05
2676	雁	2.793192704090609e-05
2677	缕	2.792799376449256e-05
2678	嘘	2.789624891893301e-05
2679	擎	2.787240038680748e-05
2680	绽	2.781811216750715e-05
2681	肪	2.780635813107024e-05
2682	茨	2.77618482577039e-05
2683	寇	2.776121209580637e-05
2684	杠	2.774394503263958e-05
2685	捣	2.772618105820051e-05
2686	钩	2.771638273818089e-05
2687	茂	2.770024935076872e-05
2688	浆	2.768756348371888e-05
2689	躬	2.768300202825598e-05
2690	秩	2.764286232056796e-05
2691	晌	2.762018173398688e-05
2692	弘	2.75951444143251e-05
2693	绒	2.755344479672536e-05
2694	狡	2.753463723043852e-05
2695	肾	2.753070178255905e-05
2696	朦	2.747884387914572e-05
2697	缴	2.745238255953296e-05
2698	甄	2.744125580098906e-05
2699	魁	2.74093067732511e-05
2700	剖	2.732849627656355e-05
2701	搓	2.730553435022145e-05
2702	溅	2.729505825014087e-05
2703	卒	2.725447704357439e-05
2704	粤	2.719324201039167e-05
2705	蕴	2.719067842355326e-05
2706	瞳	2.718222971859232e-05
2707	茜	2.716931668915653e-05
2708	焚	2.710134821092718e-05
2709	佬	2.707253997868545e-05
2710	喧	2.705308592925577e-05
2711	蜡	2.700424814216889e-05
2712	梨	2.699114950132997e-05
2713	蝴	2.691836043992868e-05
2714	墅	2.676935410244444e-05
2715	咦	2.67622967976368e-05
2716	蹄	2.676024585433542e-05
2717	苟	2.675404716444701e-05
2718	敷	2.669144935644978e-05
2719	黯	2.6629857497276e-05
2720	嚼	2.650449611028307e-05
2721	惫	2.648245963519749e-05
2722	桐	2.64719626924449e-05
2723	噬	2.642002068411836e-05
2724	汹	2.635057706861529e-05
2725	秃	2.631258583625968e-05
2726	篷	2.619664844060759e-05
2727	勋	2.617896676672838e-05
2728	滔	2.612502144550771e-05
2729	槛	2.612150084245246e-05
2730	嘀	2.603982832436099e-05
2731	晗	2.603510797804959e-05
2732	猩	2.60193031265125e-05
2733	喇	2.599710298471378e-05
2734	暮	2.597924541945236e-05
2735	蔬	2.597498617899248e-05
2736	骆	2.594139634341311e-05
2737	淹	2.590769718474664e-05
2738	蛛	2.588281404588888e-05
2739	栈	2.584647227262784e-05
2740	曝	2.578210178778774e-05
2741	倘	2.574947017019377e-05
2742	奕	2.57463236291355e-05
2743	旷	2.570294348963489e-05
2744	胧	2.567952239479542e-05
2745	栽	2.562761018032603e-05
2746	邱	2.550398105446131e-05
2747	疚	2.548705886065875e-05
2748	揍	2.542304877658601e-05
2749	阎	2.538737690096856e-05
2750	凸	2.536863406605347e-05
2751	碟	2.531278673824721e-05
2752	厮	2.53008144912897e-05
2753	揪	2.529811676423329e-05
2754	蚂	2.525930529488816e-05
2755	楞	2.516541168944504e-05
2756	疤	2.510803982353485e-05
2757	浦	2.508411343285173e-05
2758	碳	2.48832159570017e-05
2759	裔	2.484318770993632e-05
2760	毙	2.483028336500388e-05
2761	捅	2.480610429314874e-05
2762	窥	2.479787683876071e-05
2763	嘎	2.474036755982883e-05
2764	棚	2.473060006918393e-05
2765	驼	2.468241263994819e-05
2766	璋	2.4612240741536e-05
2767	啧	2.459154913821445e-05
2768	敛	2.455204652819094e-05
2769	噪	2.454361094973563e-05
2770	霆	2.452174221625289e-05
2771	汝	2.450327213702626e-05
2772	陕	2.44920803458182e-05
2773	瘫	2.449054882713349e-05
2774	捆	2.448035249657237e-05
2775	敞	2.440725139971634e-05
2776	啃	2.438117379494089e-05
2777	缸	2.437823163692262e-05
2778	臀	2.433203415996358e-05
2779	稻	2.431844415187261e-05
2780	擒	2.431828071927125e-05
2781	巢	2.4291611643384e-05
2782	惭	2.42753632884337e-05
2783	蕊	2.423895685030129e-05
2784	溶	2.422991420215041e-05
2785	嗡	2.422609375573948e-05
2786	伽	2.412897130799802e-05
2787	暇	2.410645518953587e-05
2788	澜	2.408321072098399e-05
2789	婶	2.404249407200015e-05
2790	椎	2.398422551317302e-05
2791	勺	2.397443016602511e-05
2792	塘	2.395933255454374e-05
2793	澄	2.394361284275723e-05
2794	潭	2.394275679966674e-05
2795	骷	2.387335961212215e-05
2796	腺	2.38471553491833e-05
2797	杏	2.383655733423398e-05
2798	耕	2.382252318825522e-05
2799	衔	2.375939867444835e-05
2800	翩	2.372175100857739e-05
2801	茄	2.370566578561625e-05
2802	嚎	2.365860411578735e-05
2803	聂	2.365678567939098e-05
2804	呻	2.364574836959913e-05
2805	膨	2.359990624950061e-05
2806	嗨	2.356150675253879e-05
2807	崛	2.349978676539084e-05
2808	兑	2.349679560758536e-05
2809	缚	2.347711115553601e-05
2810	侈	2.347496435019576e-05
2811	冈	2.336853725483368e-05
2812	瞥	2.336223358479004e-05
2813	囚	2.333376591291105e-05
2814	祷	2.332133132440307e-05
2815	砂	2.329589118440472e-05
2816	矣	2.329041312911985e-05
2817	郝	2.322292923774315e-05
2818	梭	2.321505804205221e-05
2819	陡	2.320026555194518e-05
2820	蔓	2.316643245392232e-05
2821	僻	2.316357029199717e-05
2822	妾	2.316036690198452e-05
2823	哒	2.312283520523886e-05
2824	拌	2.305111816016254e-05
2825	哆	2.304186241189832e-05
2826	膛	2.302106238800643e-05
2827	乍	2.300017568737262e-05
2828	焉	2.298571266822743e-05
2829	粥	2.297883833581359e-05
2830	阐	2.295196424241176e-05
2831	蔑	2.293470215665144e-05
2832	酿	2.291362169483512e-05
2833	筛	2.288331891920823e-05
2834	髅	2.285421428402593e-05
2835	橙	2.280907636461101e-05
2836	辐	2.277396776905975e-05
2837	揽	2.276275724014523e-05
2838	韧	2.276213063065721e-05
2839	裳	2.271539452383168e-05
2840	伺	2.270140954457132e-05
2841	拧	2.270042547393745e-05
2842	寥	2.269637272080291e-05
2843	灼	2.267922443338216e-05
2844	梗	2.261933343730748e-05
2845	呃	2.260762883563119e-05
2846	迦	2.260688091249882e-05
2847	逮	2.257052728168132e-05
2848	泌	2.256244629193094e-05
2849	汰	2.254936732456546e-05
2850	熏	2.253882074755108e-05
2851	茵	2.253694997138319e-05
2852	匈	2.251608581666373e-05
2853	匀	2.249515806584068e-05
2854	莽	2.241033242647292e-05
2855	絮	2.240656495430808e-05
2856	棺	2.240605164236605e-05
2857	冉	2.232065771227542e-05
2858	唧	2.217356049563857e-05
2859	呕	2.216348304057408e-05
2860	熄	2.214421273169377e-05
2861	倪	2.210419861340139e-05
2862	谜	2.20723351597072e-05
2863	媛	2.203981767431519e-05
2864	峻	2.19696106375268e-05
2865	浇	2.196050392572894e-05
2866	鞠	2.195271222533755e-05
2867	禄	2.189640479394714e-05
2868	杉	2.18864733359769e-05
2869	拙	2.188168735645718e-05
2870	诵	2.182349628907504e-05
2871	焕	2.174613257852463e-05
2872	桩	2.166664203671961e-05
2873	垄	2.164793256975777e-05
2874	棠	2.153607571724284e-05
2875	襄	2.152140200220163e-05
2876	邵	2.151751605558315e-05
2877	绰	2.146449020662538e-05
2878	阮	2.137050748629259e-05
2879	亨	2.132531392037205e-05
2880	讪	2.126853215619371e-05
2881	蝠	2.123056480588222e-05
2882	譬	2.12099351286721e-05
2883	窍	2.12052050297698e-05
2884	沮	2.115798917913687e-05
2885	豁	2.115619946782989e-05
2886	矢	2.112810228385178e-05
2887	垮	2.109476699961798e-05
2888	弧	2.108315174626294e-05
2889	眶	2.098714737569235e-05
2890	匕	2.097969777197484e-05
2891	菁	2.097891120355078e-05
2892	禀	2.09535392692697e-05
2893	珑	2.09375371157042e-05
2894	绷	2.093665992932951e-05
2895	唠	2.092519321164725e-05
2896	蒜	2.085930891099153e-05
2897	碾	2.084718188200562e-05
2898	绅	2.083647100380351e-05
2899	猥	2.083447313517903e-05
2900	澈	2.080713810353709e-05
2901	蝇	2.06986362160797e-05
2902	猿	2.069420242036738e-05
2903	铅	2.065635067206861e-05
2904	仕	2.061558499004736e-05
2905	丞	2.060708548162607e-05
2906	蓦	2.059891694722757e-05
2907	嵌	2.057410705731373e-05
2908	甸	2.056974373853521e-05
2909	馒	2.052240978056124e-05
2910	毯	2.039815324380274e-05
2911	犀	2.039560311733234e-05
2912	涡	2.039162234419255e-05
2913	樊	2.038759691351724e-05
2914	弩	2.038732469255277e-05
2915	颂	2.037640465476579e-05
2916	淌	2.034937838509468e-05
2917	咙	2.032506176653684e-05
2918	叽	2.030089141243525e-05
2919	嗅	2.028212372713907e-05
2920	辖	2.025109944900246e-05
2921	祁	2.020711087042632e-05
2922	隋	2.019223527767344e-05
2923	绞	2.019195059792812e-05
2924	虞	2.016990136344951e-05
2925	募	2.015213568508788e-05
2926	姊	2.013636119538213e-05
2927	噜	2.012996273206738e-05
2928	吨	2.010101842293372e-05
2929	哧	2.006704594128482e-05
2930	廖	2.005898158563577e-05
2931	虏	2.002096703921022e-05
2932	睿	2.001293712028219e-05
2933	兢	2.000148887362461e-05
2934	睫	1.998602949199591e-05
2935	蝉	1.996633498606325e-05
2936	麒	1.994867853035792e-05
2937	盏	1.994173291960451e-05
2938	颓	1.99199407417998e-05
2939	斋	1.991505195291059e-05
2940	垒	1.990619050741077e-05
2941	懦	1.990098504020296e-05
2942	髓	1.989005985875853e-05
2943	涕	1.988989255144888e-05
2944	皓	1.988895100081501e-05
2945	僚	1.983516881158351e-05
2946	钞	1.980155890148771e-05
2947	饺	1.978392803106886e-05
2948	婊	1.978064304147132e-05
2949	惚	1.977565094241905e-05
2950	倡	1.97445083900102e-05
2951	吭	1.970471234923762e-05
2952	剔	1.966743012736068e-05
2953	诛	1.96567249940404e-05
2954	狈	1.964843664905852e-05
2955	菇	1.961285235133936e-05
2956	霄	1.953427276490528e-05
2957	稽	1.953005076710694e-05
2958	藩	1.946826250774134e-05
2959	姗	1.940019479423861e-05
2960	蛙	1.93996383943224e-05
2961	嗽	1.938862299597033e-05
2962	颁	1.93754612598214e-05
2963	钧	1.9334158517495e-05
2964	烘	1.930624370468632e-05
2965	鲍	1.929071995879844e-05
2966	衙	1.928029663278257e-05
2967	刁	1.924671771899269e-05
2968	惕	1.924438356575675e-05
2969	嗔	1.923799498939413e-05
2970	馈	1.921530040704083e-05
2971	芹	1.91665600854846e-05
2972	嬉	1.916320956242932e-05
2973	朽	1.91470850597019e-05
2974	诅	1.913489683950993e-05
2975	瀚	1.902103881163641e-05
2976	掷	1.899237948286026e-05
2977	梵	1.898979886087752e-05
2978	吏	1.894473616169107e-05
2979	掰	1.893878955175029e-05
2980	歼	1.891542794487455e-05
2981	酥	1.890498948781829e-05
2982	唾	1.888260657380716e-05
2983	哮	1.887520266314276e-05
2984	抠	1.885038435608756e-05
2985	桓	1.882364289984276e-05
2986	铲	1.878424824284619e-05
2987	橘	1.87803944949824e-05
2988	喀	1.875889598203855e-05
2989	踹	1.872864157172429e-05
2990	凹	1.872032680611975e-05
2991	厥	1.871871278601357e-05
2992	迭	1.871844463993878e-05
2993	瘤	1.86901490851645e-05
2994	嫖	1.864812263561225e-05
2995	雍	1.863606334480022e-05
2996	嗤	1.862821933788752e-05
2997	剃	1.861379005380817e-05
2998	蝙	1.859459172492262e-05
2999	黏	1.85917145323879e-05
3000	淀	1.855741742282241e-05
3001	嗷	1.851175410047742e-05
3002	铸	1.847886505841675e-05
3003	葫	1.847649860599534e-05
3004	皂	1.838607974294296e-05
3005	唬	1.832565355741689e-05
3006	璐	1.829159857434653e-05
3007	霓	1.827705201826231e-05
3008	炭	1.821008805229584e-05
3009	漓	1.820563575230865e-05
3010	煽	1.81499813170985e-05
3011	俞	1.814719531048859e-05
3012	裴	1.814474241543704e-05
3013	株	1.813698845850077e-05
3014	秉	1.803219602505527e-05
3015	喔	1.801871587409518e-05
3016	榴	1.8017545757765e-05
3017	孽	1.799315996515293e-05
3018	挟	1.796913343735985e-05
3019	赘	1.796449375554657e-05
3020	芭	1.795633694502354e-05
3021	兀	1.79315908520749e-05
3022	璇	1.792303693284695e-05
3023	沛	1.791097573793097e-05
3024	讳	1.786841196071157e-05
3025	禽	1.785631723091115e-05
3026	懈	1.781630448199873e-05
3027	粪	1.777659972690156e-05
3028	铮	1.775873040451448e-05
3029	苛	1.77471132470555e-05
3030	沪	1.774268997276987e-05
3031	霖	1.769039140513405e-05
3032	谬	1.760153666056407e-05
3033	敖	1.760134694102106e-05
3034	叭	1.757978593399159e-05
3035	肋	1.757910053819505e-05
