rank	char	frequency_weight
1	的	0.08097522307306709
2	是	0.03904249823310035
3	一	0.03757066834655864
4	不	0.03357522362708337
5	我	0.03039267708683596
6	了	0.02657504061683117
7	有	0.0216573578894512
8	人	0.0192588526614863
9	在	0.01914189876221464
10	个	0.01896827841853319
11	这	0.01890800203461293
12	你	0.0142365229799947
13	就	0.01407859468853715
14	他	0.01379815800844074
15	来	0.01345287696742115
16	大	0.01243895914895868
17	上	0.01177411160099076
18	到	0.01120485846774696
19	说	0.01116207572637584
20	也	0.01016997108534023
21	要	0.01002860396728946
22	么	0.009621849988465585
23	时	0.009510665940566144
24	为	0.009380338365059155
25	们	0.009326053766159125
26	以	0.009212787359864756
27	那	0.008836235647001565
28	看	0.008820087808639996
29	都	0.008760178422789564
30	没	0.008721522097757149
31	自	0.008615948471407741
32	可	0.00831601906263672
33	会	0.008153216881554459
34	好	0.008096714553519332
35	中	0.007943747779003162
36	着	0.007925213529968998
37	能	0.007897714954613222
38	下	0.007847100254477914
39	出	0.007730350366477434
40	还	0.007611265486634638
41	得	0.00758688435559857
42	和	0.00757151736844612
43	过	0.007532619337399932
44	道	0.007481254662719531
45	后	0.007241050656767998
46	子	0.007226716770031417
47	然	0.007130765288239905
48	对	0.00709589687918482
49	地	0.006871130338008949
50	多	0.006802182112471614
51	很	0.006663230065967525
52	去	0.006542156527595992
53	里	0.006414461401606959
54	小	0.006360250509184363
55	想	0.006202779497833851
56	天	0.006190777493408356
57	生	0.00609785330070343
58	她	0.005642585668379265
59	心	0.005624879482628376
60	家	0.005531199045165813
61	学	0.005490511337205984
62	而	0.005474593573021748
63	之	0.00538105254401244
64	如	0.00535098170927256
65	只	0.00516084261755731
66	什	0.005076647237821383
67	国	0.005061755773784317
68	己	0.005055533139352208
69	年	0.004948373015872544
70	现	0.004811081761032088
71	起	0.004786035361019153
72	面	0.004744935438030003
73	但	0.004722164622968933
74	于	0.004619961686521151
75	开	0.004608085541597732
76	发	0.00459579415893439
77	经	0.00458082941231829
78	所	0.00455677369187444
79	问	0.0044969740343882
80	用	0.004467138821686667
81	前	0.004456040059264586
82	事	0.004439958593930635
83	样	0.00429966957688487
84	手	0.004284858040905265
85	本	0.004282489672680313
86	知	0.004273825481281397
87	点	0.004233172116376662
88	无	0.004159442312184456
89	当	0.004156811107772348
90	成	0.004127072524411411
91	最	0.004118838712741747
92	方	0.004060496282247718
93	些	0.004059945683841914
94	实	0.004057905836869552
95	身	0.003976053507266449
96	回	0.003876424341280586
97	分	0.003843626622528468
98	真	0.003815511673155684
99	情	0.003769816877089955
100	老	0.00369167726005327
101	意	0.003656425244164401
102	其	0.003645512981473883
103	种	0.003640401479010287
104	因	0.003529151570539586
105	作	0.003524094878156694
106	女	0.00352040833964131
107	主	0.003452801101970079
108	比	0.003435614621328987
109	头	0.00343060084727953
110	把	0.003396378944910112
111	从	0.003391086030507672
112	高	0.003387486763694692
113	两	0.003379024374801579
114	觉	0.003356076052698415
115	被	0.003328655013641398
116	同	0.003304321227242139
117	定	0.003300691876040507
118	做	0.003275221180797507
119	给	0.003198225320023723
120	几	0.003185331980767696
121	果	0.003165073156379977
122	行	0.003152600251676426
123	感	0.003143753187148949
124	力	0.003137000019125694
125	动	0.003078243152591208
126	正	0.003043733975423824
127	话	0.003035387379867303
128	已	0.003032012548703638
129	三	0.003031064467479375
130	又	0.002986884741317467
131	法	0.002975747323423362
132	打	0.002963302563093101
133	间	0.002943847893936155
134	理	0.002914762475537238
135	明	0.002879821480225469
136	让	0.002869302815276738
137	长	0.002865029737518847
138	第	0.002847713976908375
139	别	0.002741446275904001
140	见	0.002715784436069357
141	次	0.002606264426299971
142	再	0.002594749623278148
143	公	0.002556418318530651
144	进	0.002555815438362325
145	体	0.002532466811342343
146	全	0.002531125002309684
147	相	0.002515055422503175
148	眼	0.002512155240937004
149	候	0.002504148714706627
150	题	0.002460194161330339
151	才	0.002459660009300854
152	更	0.002458556340602649
153	外	0.002437072343679082
154	直	0.002434525752913007
155	太	0.002415559268965046
156	关	0.002411948744096575
157	部	0.002410236728572935
158	气	0.002401752472622454
159	答	0.002391990562437166
160	文	0.002384368711255573
161	常	0.002370659424066037
162	十	0.002332088711472126
163	声	0.002327199537937758
164	重	0.002309052116946858
165	怎	0.002303485201281168
166	机	0.002301378875667998
167	者	0.002295442438564418
168	美	0.002263123950935693
169	走	0.002244160184536907
170	笑	0.002239654412090026
171	业	0.002216976374442286
172	工	0.002213023532216729
173	二	0.002165686058059579
174	应	0.00215028908581957
175	先	0.002149813917816051
176	此	0.002144557280007683
177	少	0.002139994818903578
178	日	0.002134430577342779
179	等	0.002131813614675516
180	性	0.002130175158436648
181	儿	0.002114520844466118
182	内	0.002058984385044794
183	与	0.002041446557328869
184	听	0.002014000105885205
185	神	0.001995131595183987
186	电	0.001982438283887428
187	完	0.001976739156080362
188	接	0.001974303748332711
189	白	0.001971063808637715
190	边	0.001969705819153169
191	并	0.001969470329690921
192	口	0.00196566815502451
193	东	0.001961400480428055
194	名	0.00196071680218109
195	爱	0.001947215128707655
196	水	0.00192566381382792
197	向	0.001911734014996079
198	男	0.001902538325514468
199	原	0.001898676161344132
200	门	0.001890219503054475
201	像	0.001877549043637149
202	将	0.00185949607986298
203	新	0.001833511747534879
204	西	0.001813126262295128
205	何	0.001804982101669363
206	信	0.001802651796148565
207	加	0.001791000086054689
208	吃	0.001786625416781967
209	位	0.001783467990078738
210	跟	0.001777692542013846
211	度	0.001769452915574754
212	风	0.001768959876760072
213	放	0.001766412514755434
214	特	0.001761670529504832
215	认	0.001757050021100635
216	平	0.001738980382330193
217	喜	0.001733615777573383
218	非	0.001713704384573677
219	入	0.001710171376634346
220	每	0.001692135947419979
221	却	0.001682430742588516
222	该	0.001681614168899821
223	光	0.001679555293835381
224	数	0.001678548689932518
225	结	0.001675635543214927
226	死	0.001666638574601205
227	合	0.001664633067996035
228	算	0.001664240159209255
229	军	0.001657814367627262
230	难	0.001656788653749729
231	目	0.001641492261129984
232	表	0.001641078443093935
233	张	0.001634642139367567
234	师	0.001633634511722783
235	或	0.001632436039670975
236	通	0.001630797971033217
237	战	0.001621373705434255
238	找	0.001608071709684037
239	色	0.001608010845980214
240	住	0.001596852820299331
241	友	0.001593245664413377
242	活	0.001591024494212017
243	反	0.00157963991881472
244	场	0.001566914370019475
245	提	0.001560010323398473
246	啊	0.001556316472330041
247	清	0.001546626195071393
248	世	0.001545993488419949
249	安	0.001537228953863086
250	变	0.001536921996304069
251	车	0.001529513602163442
252	带	0.001529202972062613
253	欢	0.001515816590867665
254	教	0.001509839342358482
255	至	0.001505350514879988
256	便	0.001494885393004877
257	受	0.001494781472209025
258	快	0.001491976970874738
259	思	0.001481938370593351
260	马	0.001481783431878531
261	吧	0.00147891211087485
262	始	0.00147875886425512
263	四	0.001478741624118131
264	总	0.001470241219563651
265	处	0.001467591116980229
266	月	0.001467224431859099
267	代	0.001465127216133501
268	且	0.001462930560216438
269	量	0.001456729398794732
270	刚	0.001455654798409251
271	物	0.001442267467516611
272	考	0.001441667305735437
273	论	0.001420107214448162
274	王	0.00141353491792409
275	强	0.00141313293130937
276	路	0.001412876302140977
277	叫	0.00141279125141502
278	基	0.001402224374202917
279	各	0.001396922875798344
280	使	0.001389240390871731
281	影	0.001370453213226178
282	望	0.001360596351550016
283	孩	0.001360492434127398
284	任	0.001354309542277267
285	单	0.001347765163450608
286	系	0.001330709309090622
287	金	0.00132792766860912
288	化	0.001322545733794944
289	今	0.001321142881020246
290	空	0.001308171940006145
291	轻	0.001307524473870876
292	海	0.001306009447823185
293	利	0.001305866870842169
294	记	0.001304302385780434
295	由	0.001296608785148026
296	书	0.001290433530077815
297	脸	0.001283373176098819
298	它	0.001280965581816936
299	越	0.001280668255035837
300	社	0.001277286423242585
301	流	0.001253159338083389
302	黑	0.001235584432289754
303	件	0.001235222904835093
304	万	0.001233822049827229
305	民	0.001232816744646416
306	花	0.001230938041346205
307	产	0.001213667549486591
308	干	0.001209448409006013
309	亲	0.001209245573819948
310	微	0.001207624141854109
311	区	0.001206730529221222
312	语	0.001202505342558848
313	转	0.00119739580005553
314	山	0.00119698548909839
315	容	0.001194484103152527
316	需	0.001192514725024404
317	计	0.001191542030224273
318	立	0.001179726518773069
319	制	0.001176945520490116
320	朋	0.001175396846990416
321	钱	0.001173851408019557
322	交	0.001161793848318103
323	连	0.001160468673529418
324	期	0.001154972084092869
325	保	0.001153432699715508
326	类	0.00115120249737858
327	虽	0.001151051371299016
328	写	0.001140382341236853
329	远	0.001138023392064606
330	五	0.00113733484276283
331	买	0.001137327124136289
332	必	0.001136237478947321
333	飞	0.001135242880147092
334	哪	0.001131492610731494
335	满	0.001125848516060058
336	视	0.001125134151150255
337	许	0.001124904250551835
338	早	0.001123331812191989
339	传	0.001120698293006988
340	音	0.001120427690317208
341	较	0.001117008583749523
342	城	0.001116788793677589
343	妈	0.001115571902554958
344	首	0.001113492683380605
345	管	0.001113163491950846
346	界	0.001111486065193016
347	百	0.001110900831786822
348	半	0.001107250826057598
349	指	0.001103407433479156
350	吗	0.001100958615132596
351	品	0.001100896146971198
352	离	0.001098380951116406
353	深	0.001096087360229777
354	拿	0.001089786205512541
355	确	0.00108779472187168
356	服	0.001083575516622399
357	往	0.001076958387221542
358	命	0.001075113952571128
359	整	0.001073873675790605
360	拉	0.001063647960507244
361	程	0.001061569797916204
362	队	0.001059806062039934
363	斯	0.001057927356061342
364	请	0.001057678870006271
365	红	0.001056299368918927
366	司	0.001056023639149779
367	市	0.00105068204137993
368	字	0.001047739795071063
369	及	0.001040612196711903
370	玩	0.001035167538302194
371	选	0.001034587077746293
372	哈	0.001034421464628457
373	网	0.001032155285859111
374	收	0.001031027026436327
375	观	0.001028144403974285
376	失	0.001027808403480928
377	告	0.001025401197394577
378	格	0.001022667502808877
379	资	0.001022335093619418
380	条	0.001022000696956562
381	片	0.001019160167114046
382	言	0.001018266610637981
383	科	0.001017573792370283
384	根	0.001017075445305471
385	近	0.001016423683386696
386	似	0.001014102627408539
387	房	0.001009046342618447
388	精	0.001005415774069079
389	林	0.001004756382619006
390	专	0.001003137133054904
391	呢	0.0009965070801520792
392	识	0.0009946170093870644
393	周	0.0009941931073517046
394	李	0.0009936646640318415
395	火	0.0009932679814545996
396	般	0.0009931370640506123
397	乎	0.0009926483265179629
398	龙	0.0009902810717945781
399	员	0.0009866665275035948
400	校	0.000983160761500435
401	图	0.0009818474416446099
402	士	0.0009811022053821297
403	谢	0.0009780957032132559
404	随	0.0009776159520158874
405	游	0.0009733171231112586
406	建	0.0009731177916586752
407	简	0.0009649914622094385
408	绝	0.000958599336143994
409	求	0.000955571686414366
410	北	0.0009530876405186935
411	决	0.0009495695514589104
412	习	0.0009469970617182021
413	谁	0.0009430674336360164
414	怕	0.0009430254432938576
415	竟	0.0009395655983082727
416	功	0.0009385266359554298
417	哥	0.0009382891925601113
418	乐	0.0009330379578371569
419	步	0.0009311265044435375
420	站	0.0009154182315712617
421	英	0.0009142911666374417
422	象	0.0009094566665653602
423	包	0.000908588514416391
424	价	0.0009077227411128039
425	够	0.000906771484805649
426	突	0.0009054810407402697
427	台	0.0009019439789708739
428	南	0.0008976694003241716
429	形	0.0008955617614802217
430	准	0.0008953063177254499
431	照	0.0008905314319796743
432	错	0.0008878677421913808
433	级	0.0008871726201370393
434	坐	0.0008867179162141453
435	晚	0.0008862719679795976
436	即	0.0008785172424683493
437	星	0.0008743070268895725
438	推	0.0008734554398729425
439	政	0.0008727429566353295
440	易	0.0008713680287564932
441	装	0.0008711207789219051
442	帮	0.0008676664516412048
443	复	0.000867624655824983
444	持	0.0008670902267429719
445	尔	0.000863488990162865
446	杀	0.0008630191976760244
447	运	0.0008626685369157503
448	设	0.0008605501530540885
449	注	0.0008591459966559574
450	义	0.0008566233038608498
451	差	0.0008565874739955403
452	终	0.000856098724072651
453	式	0.0008553887308668786
454	术	0.0008530264541429418
455	报	0.0008492921713597097
456	极	0.0008460944459554728
457	句	0.0008422140422062396
458	父	0.0008413552588418403
459	倒	0.000841149473949202
460	历	0.0008405405073048009
461	姐	0.0008400331101790048
462	底	0.0008390782762108163
463	奇	0.0008370691784720805
464	试	0.000835434021420805
465	办	0.000835430973586418
466	双	0.0008293297521833433
467	备	0.0008290189684656033
468	线	0.0008256749674816284
469	达	0.0008246540058906425
470	众	0.0008245846960482448
471	云	0.0008219774889849005
472	衣	0.0008215538846512797
473	华	0.0008207132841443823
474	医	0.0008194965675098225
475	导	0.0008155755036280577
476	球	0.0008146672066345452
477	讲	0.0008091443872575029
478	领	0.0008088075888023076
479	段	0.0008069070143894839
480	未	0.0008065076690288221
481	德	0.0008061936810545237
482	质	0.0008052396493870241
483	脑	0.0008041688487382824
484	切	0.0008001770790389636
485	读	0.0007979571033577776
486	商	0.000796940936764677
487	兵	0.0007923267125009347
488	落	0.0007919033958538611
489	留	0.0007859207280702595
490	惊	0.0007808084075425006
491	消	0.0007801609537920297
492	冷	0.0007785537664075056
493	除	0.000772680380530777
494	千	0.0007707072613592745
495	母	0.0007703484629652385
496	武	0.0007701852250833976
497	伤	0.0007698827175545115
498	改	0.0007689278443716967
499	统	0.0007668140246744086
500	紧	0.0007667974769836983
501	跑	0.0007646748613702867
502	毕	0.0007644430029748909
503	血	0.0007638811356569472
504	显	0.0007638312301937464
505	慢	0.0007619233562865205
506	兴	0.0007601677062688149
507	客	0.0007595450670199121
508	青	0.0007580682258728102
509	某	0.0007553176390181257
510	院	0.0007537138785128335
511	角	0.0007519456208523877
512	低	0.0007518186554001015
513	击	0.0007512743530499657
514	务	0.0007484093581156383
515	技	0.0007471410012215721
516	魔	0.0007463250443111097
517	另	0.0007457417065246628
518	节	0.0007397272380841055
519	热	0.0007391053567151888
520	联	0.0007368578085241713
521	断	0.0007353125820169109
522	希	0.0007341245830991138
523	克	0.0007329894472022984
524	刻	0.0007323380989611888
525	存	0.0007301091255581099
526	况	0.000728699095965913
527	阿	0.0007286275826381926
528	背	0.0007267739776411855
529	足	0.0007216840012443835
530	初	0.0007207223743445452
531	细	0.0007184961617380647
532	故	0.000718303962441364
533	据	0.0007174073880156776
534	怪	0.0007158254178546679
535	息	0.0007145200879695993
536	八	0.000710727377532429
537	夜	0.0007097331690876328
538	尽	0.0007083987480623606
539	楼	0.000707448842933704
540	取	0.0007022835205340205
541	则	0.0007011184841139406
542	调	0.0007010841137194601
543	酒	0.0006999436988744218
544	案	0.0006950953526285288
545	造	0.0006939072185390773
546	解	0.0006913819035459165
547	灵	0.0006909901294303571
548	证	0.0006840578240283388
549	修	0.0006813385826820654
550	剑	0.0006799794739891624
551	宝	0.0006794615197832107
552	曾	0.0006780575812936276
553	团	0.0006755612347501639
554	费	0.0006752322596532688
555	穿	0.0006748465939163813
556	官	0.0006742444907240173
557	弟	0.0006731356301011184
558	静	0.0006715094310984089
559	害	0.0006682532815831203
560	超	0.0006680018542705072
561	甚	0.0006672282821650972
562	罗	0.000664309074372181
563	诉	0.0006633096813998787
564	标	0.0006629368650569513
565	元	0.0006617589969091292
566	久	0.000658266811932346
567	谈	0.0006579380366095575
568	古	0.0006570135149748471
569	支	0.0006569253315631208
570	夫	0.0006568660401926988
571	演	0.0006559210776577521
572	展	0.0006553973417877253
573	敢	0.0006534979057987122
574	冲	0.0006526046688055465
575	族	0.0006519640362483529
576	苦	0.0006509733007755245
577	阳	0.00064840463576174
578	具	0.0006483447196431607
579	爸	0.0006449087338787395
580	速	0.0006447623021516745
581	石	0.0006393362061145756
582	班	0.0006388357753621004
583	仅	0.0006385338677553979
584	依	0.0006357306102512078
585	评	0.0006340959361832932
586	响	0.0006338816178171371
587	续	0.0006328565766812
588	普	0.0006293812382742271
589	排	0.0006293331327132986
590	妹	0.0006248808209953443
591	画	0.0006233178937704445
592	黄	0.0006232074078466046
593	广	0.0006204722880924359
594	权	0.0006202448095875008
595	愿	0.0006196245516920293
596	号	0.0006182422577111239
597	治	0.0006181762910420476
598	群	0.0006181036276372225
599	待	0.0006169682340153282
600	睡	0.0006158864828624561
601	朝	0.0006148642938372818
602	参	0.000612418177878927
603	送	0.000612093760837132
604	暗	0.0006115379916675227
605	引	0.0006104643829249575
606	病	0.0006102620009263554
607	势	0.0006096346751720797
608	饭	0.0006063226215139609
609	优	0.0006062621428176508
610	喝	0.0006060749207624461
611	研	0.000605594638774175
612	靠	0.0006049729027692383
613	戏	0.0006021218871391908
614	围	0.0006010262426313578
615	室	0.0006008681269763165
616	概	0.0005966149094227344
617	破	0.0005964901229453741
618	居	0.0005952321249153547
619	拍	0.0005944180089417091
620	左	0.0005911350620264591
621	若	0.0005887749567947134
622	态	0.0005875326084304388
623	布	0.0005862174844373223
624	模	0.0005859558193782067
625	争	0.0005841729748165437
626	规	0.0005838178354388114
627	集	0.0005837094721023647
628	六	0.0005823753632150186
629	否	0.0005812021915911621
630	值	0.0005803455099036231
631	独	0.0005797490793298124
632	换	0.0005791885656617648
633	肯	0.0005791505778379347
634	器	0.0005768273138930804
635	练	0.0005768151671241207
636	忙	0.0005766221421848528
637	丝	0.0005745244904759081
638	刘	0.0005735630021630514
639	令	0.0005712052204932137
640	江	0.0005709754398980757
641	投	0.0005694709755923691
642	护	0.0005687521355435352
643	急	0.0005666533334650364
644	史	0.0005625685162424301
645	掉	0.0005621515376397022
646	停	0.000562064042064641
647	念	0.0005606173460006849
648	香	0.0005571379121570472
649	究	0.0005557987804715543
650	岁	0.0005557650210906989
651	脚	0.0005555801298134549
652	皮	0.0005550029466639863
653	议	0.0005546679183097238
654	适	0.0005530774220764664
655	章	0.0005528561356520326
656	七	0.0005528327691342508
657	假	0.0005528274494981897
658	爷	0.0005527432134624811
659	米	0.000546418488947121
660	压	0.0005455064045711374
661	阵	0.0005449985125012723
662	巴	0.0005439345896171971
663	雪	0.0005434975876401594
664	痛	0.0005417921225837306
665	遇	0.0005414355004529891
666	约	0.0005409649971180663
667	亮	0.0005381974814649537
668	嘴	0.0005374143308189258
669	乱	0.0005367342596162854
670	组	0.0005365487772621704
671	验	0.0005349773595811454
672	共	0.0005344588934075442
673	异	0.0005342085920613213
674	际	0.0005341083877014219
675	味	0.0005337388308014974
676	型	0.0005315080251372623
677	追	0.0005310471942004615
678	楚	0.0005294699464513567
679	汉	0.0005293433325443221
680	致	0.0005293223384905254
681	属	0.0005289391054723817
682	帝	0.0005271124916460415
683	充	0.0005254664215077106
684	食	0.0005251085529743634
685	严	0.0005248997828683025
686	毛	0.0005247129741161691
687	效	0.0005240729356684164
688	养	0.0005220412428486023
689	梦	0.000520747679297262
690	维	0.0005196401063578686
691	怀	0.0005189797270262328
692	招	0.0005182846154960386
693	歌	0.0005150072403897457
694	举	0.0005149317352992351
695	京	0.0005138708710132479
696	按	0.000513246182826939
697	份	0.0005109157517886873
698	称	0.0005103055820006673
699	剧	0.0005093225463372493
700	示	0.0005084726279273061
701	块	0.0005081063847067776
702	职	0.0005073352974909114
703	沉	0.0005058123350574564
704	刀	0.0005039151108032962
705	陈	0.0005037406817613207
706	板	0.0005028294624115025
707	户	0.0005025965251535621
708	亚	0.000501767068244933
709	娘	0.0005010481676719376
710	攻	0.00049701990018027
711	层	0.0004944354121072044
712	配	0.0004941570213888392
713	激	0.0004929032658688287
714	翻	0.0004921315048141101
715	婚	0.0004920277920459754
716	雨	0.0004853044298477034
717	课	0.0004847276095344291
718	肉	0.000482717263920556
719	卡	0.0004826851864981621
720	料	0.0004810838825922976
721	顺	0.0004802285199924154
722	抱	0.0004785838180772499
723	创	0.000477257288419895
724	铁	0.0004766288180680752
725	疑	0.0004763286144317048
726	兰	0.0004761069863401289
727	环	0.0004721520990097806
728	继	0.0004711171521056718
729	负	0.0004703985223482897
730	玉	0.0004687837380607544
731	睛	0.0004673782240287454
732	营	0.0004670359710915346
733	查	0.0004660735576599233
734	境	0.0004657898337155294
735	温	0.0004653093007554505
736	卖	0.000464448551751711
737	恶	0.0004644428196472345
738	补	0.0004638790767677354
739	木	0.0004634920814584158
740	皇	0.0004628148216495309
741	局	0.0004623634317337737
742	丽	0.0004614838983814676
743	博	0.0004609219195248373
744	跳	0.0004608167482908616
745	店	0.0004607328891841492
746	斗	0.0004602514381897284
747	择	0.0004601276795631085
748	搞	0.0004559214715452068
749	呼	0.0004557421880886439
750	土	0.0004536231005942727
751	牛	0.000453556024565779
752	挺	0.0004517811185674672
753	须	0.0004514293564381063
754	露	0.0004487735011714965
755	印	0.0004486843347891137
756	素	0.0004483831707965422
757	志	0.00044809419322253
758	股	0.0004476764667611294
759	幸	0.0004463089134327134
760	懂	0.0004453389291475199
761	止	0.0004433022190790206
762	旁	0.0004425280275448848
763	坚	0.000442430353705163
764	既	0.0004419871373704319
765	福	0.0004415684959127011
766	右	0.0004413199096234904
767	吸	0.0004412486976062155
768	杨	0.0004403716718271297
769	助	0.0004400739987407859
770	兄	0.0004398481462159848
771	状	0.0004393490594687278
772	呵	0.0004371397507193865
773	密	0.0004360794887937306
774	智	0.0004356934966876724
775	忽	0.0004345650352507742
776	洗	0.0004340683088100138
777	防	0.0004335636637820285
778	赶	0.0004321490852263998
779	景	0.0004306678846297859
780	源	0.0004289435875909824
781	忍	0.0004282083728975077
782	九	0.0004260604426038938
783	顾	0.0004249811715355317
784	熟	0.0004244764563950044
785	永	0.0004241725400311381
786	讨	0.0004239659919804951
787	派	0.0004231153548400523
788	默	0.000422578267878045
789	苏	0.0004218539779290007
790	例	0.0004204079137837608
791	退	0.0004199285797682531
792	恐	0.00041868081718231
793	承	0.0004165495455107468
794	鬼	0.0004150349908304537
795	钟	0.0004147969129717186
796	济	0.0004146786649350412
797	佛	0.0004141236110887667
798	警	0.0004140169062270594
799	雷	0.0004120520086639522
800	卫	0.0004112951007239329
801	短	0.0004111149750795687
802	迷	0.0004108515437270479
803	摇	0.0004098538050609667
804	伙	0.0004091443318498258
805	春	0.0004087549046496162
806	叶	0.0004087013847638676
807	床	0.0004062590137670542
808	划	0.0004060412755958754
809	药	0.0004053135307441648
810	冰	0.0004050018986364014
811	置	0.000404305373826504
812	软	0.0004042001769678698
813	您	0.0004040001502020082
814	粉	0.0004035742937137386
815	聊	0.0004031802970107582
816	银	0.0004031195160709564
817	担	0.0004031043398999424
818	责	0.0004028409441180504
819	醒	0.0004027439945243597
820	忘	0.0004018539493289714
821	版	0.0004011461110118182
822	艺	0.0004009880426546822
823	赛	0.0003986410144841576
824	姑	0.0003977865995150138
825	威	0.0003958350176347476
826	恋	0.0003957137899293483
827	狗	0.0003955405132010833
828	顿	0.0003951565429848164
829	府	0.0003951033227720913
830	呀	0.0003948899110149733
831	套	0.0003944803396228417
832	率	0.0003939236654402039
833	控	0.0003928582422054425
834	词	0.0003915123329520912
835	礼	0.0003909245007562231
836	互	0.0003900673228902767
837	耳	0.0003894902776607453
838	陆	0.000389205509356348
839	育	0.0003888641186766936
840	州	0.0003883446555400646
841	笔	0.0003877555616707476
842	波	0.0003867570152583476
843	掌	0.0003864299930095101
844	渐	0.0003862488624538807
845	麻	0.0003857374797356268
846	莫	0.0003843230289727495
847	松	0.0003823568974949864
848	守	0.000382178698342517
849	淡	0.0003805593375987583
850	贵	0.0003794344046425712
851	富	0.0003783606198118434
852	付	0.0003783043401372054
853	项	0.0003770537045326876
854	预	0.0003755957983754707
855	混	0.0003755347706663099
856	列	0.0003754468465492239
857	闻	0.0003754456324118734
858	余	0.0003728811091324321
859	奶	0.0003718381665079232
860	巨	0.0003715659953255195
861	哭	0.0003710530474213759
862	圈	0.0003706619187215521
863	纪	0.0003701293241434248
864	散	0.0003698482512328074
865	免	0.0003694059160561891
866	察	0.0003688126914442198
867	河	0.0003684265871121043
868	牌	0.0003681626896071042
869	逼	0.0003660116670156272
870	油	0.0003657297378936277
871	偏	0.0003651485273123502
872	升	0.0003648908201832488
873	险	0.000364431270387067
874	略	0.0003641609001689013
875	限	0.0003640324063689429
876	秀	0.0003625187753016225
877	胡	0.0003624222475998373
878	隐	0.0003623379178701546
879	坏	0.0003614210454768664
880	敌	0.00036104870915055
881	良	0.0003598468693132325
882	端	0.000356786975623417
883	救	0.0003551637618008797
884	顶	0.0003547970522636618
885	闪	0.0003547793496494005
886	企	0.0003539823775191329
887	律	0.0003536655031005025
888	狂	0.0003528891208730069
889	沙	0.0003519418062878958
890	毫	0.0003506747873881644
891	弹	0.0003490534418011759
892	烈	0.0003482836692988247
893	抓	0.0003481509683654266
894	脱	0.0003480985029905944
895	谓	0.0003471773944035542
896	纯	0.0003469846821627044
897	善	0.0003465724201639002
898	暴	0.0003460633628824891
899	草	0.0003443342568201788
900	虑	0.0003431908728230837
901	树	0.0003428702139670456
902	胜	0.0003420741581726389
903	菜	0.0003417067805407704
904	供	0.0003416989656586296
905	索	0.0003415361830352868
906	票	0.0003412151169453987
907	增	0.0003409568562555718
908	获	0.000340672964002281
909	硬	0.0003405924974398709
910	缺	0.000340387910015871
911	欧	0.0003402181981139036
912	努	0.0003395854866886354
913	座	0.0003389675235329526
914	野	0.0003384384261752697
915	偷	0.0003380970483574798
916	赵	0.0003375153902331901
917	介	0.0003372924883446074
918	趣	0.000336965151353445
919	韩	0.0003354721932161995
920	圣	0.0003351255062220363
921	编	0.0003347465710862432
922	省	0.0003343813919670524
923	射	0.0003340643100276198
924	堂	0.0003339316686493659
925	仍	0.0003334867555922456
926	蓝	0.0003317994089008201
927	午	0.0003312815757140226
928	刺	0.0003309854996832223
929	烟	0.0003294009314911709
930	借	0.0003266028894368101
931	村	0.0003265504738312812
932	材	0.0003261357015177759
933	阴	0.0003260293046526048
934	怒	0.0003256077999316111
935	弄	0.000325282995129258
936	赞	0.0003235320284791631
937	盘	0.0003225332611168023
938	枪	0.0003211311513522908
939	训	0.0003200323066553067
940	挥	0.0003180101339575947
941	藏	0.0003179347634042638
942	浪	0.0003176555140051593
943	毒	0.0003175034850792704
944	操	0.0003170872163522064
945	寒	0.0003170719668338584
946	销	0.0003168928015769049
947	唱	0.0003159189664529398
948	败	0.000315803623001838
949	牙	0.0003157745791893888
950	私	0.0003157096198045854
951	婆	0.0003154005818789233
952	贴	0.0003139257576679334
953	测	0.0003122707971615528
954	骑	0.0003122407682463532
955	架	0.0003110351961763581
956	曲	0.0003109225706910396
957	夏	0.0003105398170495907
958	临	0.0003104895605738217
959	孙	0.0003103616813941545
960	副	0.0003102848068793902
961	健	0.0003099147020258598
962	泪	0.0003095875483443547
963	阶	0.0003091257298910632
964	虚	0.0003087843450275525
965	禁	0.0003084293334134027
966	宗	0.0003078251345177303
967	尼	0.0003075170587159715
968	街	0.0003072675887273486
969	财	0.0003066412653437191
970	封	0.0003064849493887281
971	归	0.0003062767410576318
972	杂	0.0003060449103226388
973	恩	0.0003059896140855205
974	占	0.0003052189404780993
975	蛋	0.0003052113966158346
976	卷	0.0003050584275772329
977	欲	0.0003041188398600304
978	宫	0.0003037102803007268
979	透	0.0003033971901539334
980	舍	0.0003032847581291851
981	著	0.0003032420726047084
982	舞	0.0003030175460110626
983	释	0.0003025145875151814
984	缓	0.0003024262581090818
985	君	0.0003021509637302191
986	骂	0.0003017488194664723
987	辈	0.0003014675744034593
988	呆	0.000300678551900856
989	雅	0.0003003952448051409
990	误	0.0002994894779266815
991	鱼	0.0002990495502553947
992	鸡	0.0002983150958393211
993	尤	0.0002982552111235325
994	遍	0.0002981711694807601
995	骨	0.0002975841176049197
996	触	0.0002974366795598779
997	积	0.0002961248117627286
998	篇	0.0002957651107978931
999	爆	0.0002956355751446201
1000	啥	0.0002954543686331766
1001	构	0.0002953380634558135
1002	颜	0.0002950683457350751
1003	鲜	0.0002946441453241298
1004	腿	0.0002943383970295687
1005	弱	0.0002939232420720346
1006	判	0.0002920703229064775
1007	桌	0.0002917837049373067
1008	移	0.0002915023601368664
