# code	text	rank	freq_rank
a	啊	1	55
aa	吖	1	1416
aa	啊	1	55
aa	阿	1	420
aa	锕	1	6219
aa	腌	1	4253
aad	吖	1	1416
aad	啊	1	55
aadh	吖	1	1416
aadt	啊	1	55
aat	阿	1	420
aatz	阿	1	420
aav	腌	1	4253
aavm	腌	1	4253
aaz	锕	1	6219
aazt	锕	1	6219
ah	盎	1	3665
ah	昂	1	1928
ah	卬	1	5889
ah	肮	1	3264
ahb	卬	1	5889
ahbz	卬	1	5889
ahm	盎	1	3665
ahmm	盎	1	3665
aho	昂	1	1928
ahob	昂	1	1928
ahv	肮	1	3264
ahvz	肮	1	3264
ai	唉	1	1526
ai	嗌	1	7606
ai	嗌	1	7606
ai	嗌	1	7606
ai	艾	1	1209
ai	暧	1	2946
ai	欸	1	5484
ai	隘	1	3675
ai	皑	1	3907
ai	蔼	1	3288
ai	挨	1	1893
ai	嗳	1	4383
ai	哀	1	1591
ai	癌	1	3241
ai	嫒	1	4742
ai	瑷	1	5960
ai	毐	1	5114
ai	哎	1	1386
ai	叆	1	5706
ai	霭	1	3942
ai	矮	1	1920
ai	埃	1	1898
ai	锿	1	6836
ai	爱	1	221
ai	碍	1	1940
ai	砹	1	6711
aia	癌	1	3241
aiad	癌	1	3241
aib	嫒	1	4742
aib	叆	1	5706
aiby	嫒	1	4742
aiby	叆	1	5706
aid	唉	1	1526
aid	嗌	1	7606
aid	嗌	1	7606
aid	嗌	1	7606
aid	嗳	1	4383
aid	哎	1	1386
aidk	唉	1	1526
aidk	嗌	1	7606
aidk	嗌	1	7606
aidk	嗌	1	7606
aidl	哎	1	1386
aidy	嗳	1	4383
aig	毐	1	5114
aig	埃	1	1898
aigk	毐	1	5114
aigk	埃	1	1898
aik	欸	1	5484
aiko	欸	1	5484
ail	艾	1	1209
ail	蔼	1	3288
ailb	艾	1	1209
ails	蔼	1	3288
aim	碍	1	1940
aim	砹	1	6711
aiml	砹	1	6711
aimo	碍	1	1940
ain	瑷	1	5960
ainy	瑷	1	5960
aio	暧	1	2946
aio	矮	1	1920
aiox	矮	1	1920
aioy	暧	1	2946
ait	隘	1	3675
ait	哀	1	1591
ait	霭	1	3942
aitd	哀	1	1591
aitk	隘	1	3675
aits	霭	1	3942
aiu	皑	1	3907
aiu	挨	1	1893
aiuk	挨	1	1893
aiuv	皑	1	3907
aiy	爱	1	221
aiyw	爱	1	221
aiz	锿	1	6836
aizt	锿	1	6836
an	埯	1	6715
an	案	1	859
an	黯	1	2443
an	垵	1	7376
an	犴	1	5240
an	唵	1	5703
an	安	1	362
an	桉	1	5073
an	俺	1	2120
an	暗	1	409
an	盦	1	7003
an	岸	1	1570
an	鹌	1	5027
an	谙	1	3934
an	铵	1	6271
an	按	1	75
an	庵	1	3337
an	胺	1	5014
an	胺	1	5014
an	胺	1	5014
an	氨	1	4664
an	鞍	1	3424
and	唵	1	5703
andm	唵	1	5703
ane	桉	1	5073
anew	桉	1	5073
ang	埯	1	6715
ang	垵	1	7376
angm	埯	1	6715
angw	垵	1	7376
anj	俺	1	2120
anj	盦	1	7003
anja	盦	1	7003
anjm	俺	1	2120
anm	犴	1	5240
anm	鹌	1	5027
anme	犴	1	5240
anmo	鹌	1	5027
ano	暗	1	409
anox	暗	1	409
anp	黯	1	2443
anpx	黯	1	2443
ans	谙	1	3934
ansx	谙	1	3934
ant	鞍	1	3424
antw	鞍	1	3424
anu	按	1	75
anuw	按	1	75
anv	岸	1	1570
anv	胺	1	5014
anv	胺	1	5014
anv	胺	1	5014
anv	氨	1	4664
anvw	胺	1	5014
anvw	胺	1	5014
anvw	胺	1	5014
anvw	氨	1	4664
anvx	岸	1	1570
anw	案	1	859
anw	安	1	362
anwb	案	1	859
anwb	安	1	362
anx	庵	1	3337
anxm	庵	1	3337
anz	铵	1	6271
anzw	铵	1	6271
ao	隩	1	7331
ao	岙	1	5495
ao	凹	1	3000
ao	奡	1	7061
ao	翱	1	3958
ao	傲	1	1282
ao	骜	1	4011
ao	骜	1	4011
ao	骜	1	4011
ao	奥	1	1324
ao	廒	1	6922
ao	遨	1	4583
ao	遨	1	4583
ao	遨	1	4583
ao	敖	1	2785
ao	鏖	1	4532
ao	媪	1	5165
ao	鏊	1	5670
ao	鏊	1	5670
ao	鏊	1	5670
ao	坳	1	4350
ao	拗	1	3569
ao	懊	1	3003
ao	嗷	1	3155
ao	璈	1	5589
ao	袄	1	3614
ao	熬	1	2381
ao	澳	1	2899
ao	鳌	1	3925
ao	鳌	1	3925
ao	鳌	1	3925
ao	獒	1	3985
ao	獒	1	3985
ao	獒	1	3985
ao	螯	1	5486
ao	螯	1	5486
ao	螯	1	5486
ao	聱	1	6420
ao	聱	1	6420
ao	聱	1	6420
aoa	骜	1	4011
aoa	骜	1	4011
aoa	骜	1	4011
aoa	遨	1	4583
aoa	遨	1	4583
aoa	遨	1	4583
aoa	敖	1	2785
aoa	鏊	1	5670
aoa	鏊	1	5670
aoa	鏊	1	5670
aoa	熬	1	2381
aoa	鳌	1	3925
aoa	鳌	1	3925
aoa	鳌	1	3925
aoa	獒	1	3985
aoa	獒	1	3985
aoa	獒	1	3985
aoa	螯	1	5486
aoa	螯	1	5486
aoa	螯	1	5486
aoa	聱	1	6420
aoa	聱	1	6420
aoa	聱	1	6420
aoap	骜	1	4011
aoap	骜	1	4011
aoap	骜	1	4011
aoap	遨	1	4583
aoap	遨	1	4583
aoap	遨	1	4583
aoap	敖	1	2785
aoap	鏊	1	5670
aoap	鏊	1	5670
aoap	鏊	1	5670
aoap	熬	1	2381
aoap	鳌	1	3925
aoap	鳌	1	3925
aoap	鳌	1	3925
aoap	獒	1	3985
aoap	獒	1	3985
aoap	獒	1	3985
aoap	螯	1	5486
aoap	螯	1	5486
aoap	螯	1	5486
aoap	聱	1	6420
aoap	聱	1	6420
aoap	聱	1	6420
aob	媪	1	5165
aobo	媪	1	5165
aod	嗷	1	3155
aoda	嗷	1	3155
aof	奡	1	7061
aofo	奡	1	7061
aog	坳	1	4350
aogi	坳	1	4350
aoh	懊	1	3003
aoht	懊	1	3003
aoj	傲	1	1282
aoja	傲	1	1282
aok	澳	1	2899
aokt	澳	1	2899
aom	凹	1	3000
aomf	凹	1	3000
aon	璈	1	5589
aona	璈	1	5589
aot	隩	1	7331
aot	岙	1	5495
aot	奥	1	1324
aot	袄	1	3614
aotm	岙	1	5495
aotm	奥	1	1324
aott	隩	1	7331
aott	袄	1	3614
aou	翱	1	3958
aou	拗	1	3569
aoui	拗	1	3569
aoum	翱	1	3958
aox	廒	1	6922
aox	鏖	1	4532
aoxa	廒	1	6922
aoxz	鏖	1	4532
b	不	1	111
ba	朳	1	7584
ba	岜	1	5868
ba	霸	1	1554
ba	拔	1	1341
ba	疤	1	2687
ba	捌	1	5620
ba	菝	1	7125
ba	鲃	1	6819
ba	叭	1	2894
ba	灞	1	5202
ba	魃	1	4640
ba	把	1	76
ba	靶	1	3432
ba	钯	1	5198
ba	罢	1	1105
ba	蚆	1	7295
ba	芭	1	3274
ba	羓	1	7480
ba	扒	1	2839
ba	胈	1	7389
ba	鲅	1	5673
ba	爸	1	621
ba	坝	1	3516
ba	耙	1	4256
ba	吧	1	146
ba	八	1	482
ba	粑	1	4792
ba	巴	1	635
ba	跋	1	2802
ba	笆	1	4359
baa	疤	1	2687
baa	魃	1	4640
baa	耙	1	4256
baam	疤	1	2687
baam	耙	1	4256
baan	魃	1	4640
bac	蚆	1	7295
bacm	蚆	1	7295
bad	叭	1	2894
bad	吧	1	146
badh	叭	1	2894
badm	吧	1	146
bae	朳	1	7584
baeh	朳	1	7584
bag	羓	1	7480
bag	坝	1	3516
bagm	羓	1	7480
bago	坝	1	3516
bah	爸	1	621
bah	八	1	482
bahb	爸	1	621
bahb	八	1	482
bak	灞	1	5202
bakt	灞	1	5202
bal	菝	1	7125
bal	芭	1	3274
balm	芭	1	3274
balu	菝	1	7125
bam	巴	1	635
bamb	巴	1	635
bap	粑	1	4792
bap	跋	1	2802
bapm	粑	1	4792
bapn	跋	1	2802
bar	笆	1	4359
barm	笆	1	4359
bat	霸	1	1554
bat	靶	1	3432
batm	靶	1	3432
batt	霸	1	1554
bau	拔	1	1341
bau	捌	1	5620
bau	把	1	76
bau	扒	1	2839
baud	捌	1	5620
bauh	扒	1	2839
baum	把	1	76
baun	拔	1	1341
bav	岜	1	5868
bav	胈	1	7389
bavm	岜	1	5868
bavn	胈	1	7389
baw	鲃	1	6819
baw	鲅	1	5673
bawm	鲃	1	6819
bawn	鲅	1	5673
bay	罢	1	1105
bayg	罢	1	1105
baz	钯	1	5198
bazm	钯	1	5198
bc	摽	1	6476
bc	熛	1	7161
bc	骉	1	7524
bc	鳔	1	6329
bc	镖	1	2128
bc	骠	1	4405
bc	膘	1	4598
bc	婊	1	3535
bc	儦	1	7388
bc	彪	1	2455
bc	镳	1	4415
bc	杓	1	5647
bc	俵	1	6168
bc	瘭	1	6884
bc	裱	1	4772
bc	飙	1	3387
bc	藨	1	7301
bc	瀌	1	7659
bc	表	1	260
bc	飑	1	6163
bc	标	1	870
bca	瘭	1	6884
bca	表	1	260
bcat	表	1	260
bcav	瘭	1	6884
bcb	婊	1	3535
bcba	婊	1	3535
bcc	熛	1	7161
bccv	熛	1	7161
bce	杓	1	5647
bce	标	1	870
bcef	标	1	870
bcen	杓	1	5647
bcj	儦	1	7388
bcj	俵	1	6168
bcja	俵	1	6168
bcjx	儦	1	7388
bck	瀌	1	7659
bckx	瀌	1	7659
bcl	藨	1	7301
bclx	藨	1	7301
bcm	飙	1	3387
bcmm	飙	1	3387
bcn	骉	1	7524
bcn	骠	1	4405
bcnn	骉	1	7524
bcnv	骠	1	4405
bco	飑	1	6163
bcob	飑	1	6163
bct	裱	1	4772
bcta	裱	1	4772
bcu	摽	1	6476
bcuv	摽	1	6476
bcv	膘	1	4598
bcvv	膘	1	4598
bcw	鳔	1	6329
bcwv	鳔	1	6329
bcz	镖	1	2128
bcz	彪	1	2455
bcz	镳	1	4415
bcze	彪	1	2455
bczv	镖	1	2128
bczx	镳	1	4415
bd	𰻝	1	7647
bde	𰻝	1	7647
bdes	𰻝	1	7647
bf	锛	1	5541
bf	笨	1	1759
bf	本	1	132
bf	栟	1	7548
bf	贲	1	4156
bf	畚	1	6178
bf	倴	1	7488
bf	坌	1	6785
bf	奔	1	1042
bf	犇	1	6484
bf	苯	1	4429
bfe	本	1	132
bfe	栟	1	7548
bfef	本	1	132
bfeh	栟	1	7548
bfh	坌	1	6785
bfhp	坌	1	6785
bfj	倴	1	7488
bfjm	倴	1	7488
bfk	畚	1	6178
bfkm	畚	1	6178
bfl	苯	1	4429
bfle	苯	1	4429
bfm	奔	1	1042
bfmn	奔	1	1042
bfn	贲	1	4156
bfnl	贲	1	4156
bfq	犇	1	6484
bfqq	犇	1	6484
bfr	笨	1	1759
bfre	笨	1	1759
bfz	锛	1	5541
bfzm	锛	1	5541
bg	绷	1	2736
bg	镚	1	6341
bg	蚌	1	4262
bg	琫	1	7377
bg	祊	1	7535
bg	嘣	1	4177
bg	甏	1	6618
bg	甭	1	3526
bg	泵	1	4836
bg	迸	1	3128
bg	崩	1	2157
bg	蹦	1	2315
bgc	蚌	1	4262
bgc	甭	1	3526
bgca	蚌	1	4262
bgct	甭	1	3526
bgd	嘣	1	4177
bgdv	嘣	1	4177
bgf	祊	1	7535
bgfl	祊	1	7535
bgh	甏	1	6618
bgh	迸	1	3128
bghe	甏	1	6618
bghl	迸	1	3128
bgi	绷	1	2736
bgiv	绷	1	2736
bgm	泵	1	4836
bgmk	泵	1	4836
bgn	琫	1	7377
bgna	琫	1	7377
bgp	蹦	1	2315
bgpv	蹦	1	2315
bgv	崩	1	2157
bgvv	崩	1	2157
bgz	镚	1	6341
bgzv	镚	1	6341
bh	膀	1	1399
bh	棒	1	1955
bh	浜	1	5068
bh	蚌	1	4262
bh	绑	1	2203
bh	邦	1	1660
bh	梆	1	4034
bh	谤	1	4162
bh	镑	1	4132
bh	傍	1	2599
bh	搒	1	7635
bh	榜	1	2458
bh	蒡	1	6593
bh	磅	1	3487
bh	玤	1	7498
bh	帮	1	404
bha	邦	1	1660
bha	帮	1	404
bhat	邦	1	1660
bhat	帮	1	404
bhc	蚌	1	4262
bhca	蚌	1	4262
bhe	棒	1	1955
bhe	梆	1	4034
bhe	榜	1	2458
bhea	棒	1	1955
bhea	梆	1	4034
bhei	榜	1	2458
bhi	绑	1	2203
bhia	绑	1	2203
bhj	傍	1	2599
bhji	傍	1	2599
bhk	浜	1	5068
bhkt	浜	1	5068
bhl	蒡	1	6593
bhli	蒡	1	6593
bhm	磅	1	3487
bhmi	磅	1	3487
bhn	玤	1	7498
bhna	玤	1	7498
bhs	谤	1	4162
bhsi	谤	1	4162
bhu	搒	1	7635
bhui	搒	1	7635
bhv	膀	1	1399
bhvi	膀	1	1399
bhz	镑	1	4132
bhzi	镑	1	4132
bi	哔	1	4711
bi	比	1	182
bi	筚	1	5831
bi	痹	1	3556
bi	愎	1	4911
bi	裨	1	4611
bi	碧	1	1667
bi	赑	1	6218
bi	妣	1	5400
bi	舭	1	7046
bi	敝	1	3523
bi	敝	1	3523
bi	庳	1	6864
bi	诐	1	7145
bi	荜	1	5465
bi	篦	1	5466
bi	坒	1	7534
bi	坒	1	7534
bi	坒	1	7534
bi	必	1	384
bi	薜	1	4650
bi	畀	1	6076
bi	苾	1	6604
bi	弼	1	3708
bi	弼	1	3708
bi	婢	1	2879
bi	俾	1	4269
bi	滗	1	6756
bi	鼻	1	1255
bi	咇	1	6968
bi	佖	1	7320
bi	跸	1	5382
bi	秘	1	829
bi	贲	1	4156
bi	避	1	1034
bi	邲	1	7269
bi	濞	1	6068
bi	沘	1	7071
bi	壁	1	1313
bi	壁	1	1313
bi	壁	1	1313
bi	陛	1	1970
bi	馝	1	7486
bi	匕	1	2585
bi	秕	1	6299
bi	彼	1	1504
bi	髀	1	5911
bi	髀	1	5911
bi	髀	1	5911
bi	屄	1	1276
bi	觱	1	7115
bi	珌	1	7083
bi	荸	1	5978
bi	嬖	1	5824
bi	嬖	1	5824
bi	嬖	1	5824
bi	毙	1	2648
bi	吡	1	5326
bi	吡	1	5326
bi	逼	1	1272
bi	毕	1	756
bi	鄙	1	2226
bi	狴	1	5479
bi	庇	1	3365
bi	箅	1	6406
bi	襞	1	6512
bi	襞	1	6512
bi	襞	1	6512
bi	臂	1	1280
bi	臂	1	1280
bi	臂	1	1280
bi	璧	1	3267
bi	璧	1	3267
bi	璧	1	3267
bi	佛	1	700
bi	辟	1	2731
bi	辟	1	2731
bi	辟	1	2731
bi	皕	1	6958
bi	皕	1	6958
bi	蓖	1	5795
bi	笔	1	1016
bi	芘	1	6407
bi	币	1	1732
bi	泌	1	3661
bi	蔽	1	2573
bi	闭	1	1109
bi	铋	1	6793
bi	毖	1	5609
bi	毖	1	5609
bi	毖	1	5609
bi	萆	1	6873
bi	弊	1	2995
bia	痹	1	3556
bia	闭	1	1109
bian	闭	1	1109
biaq	痹	1	3556
bib	妣	1	5400
bib	弼	1	3708
bib	弼	1	3708
bib	婢	1	2879
bibf	弼	1	3708
bibf	弼	1	3708
bibu	婢	1	2879
bibv	妣	1	5400
bic	避	1	1034
bic	壁	1	1313
bic	壁	1	1313
bic	壁	1	1313
bic	屄	1	1276
bic	嬖	1	5824
bic	嬖	1	5824
bic	嬖	1	5824
bic	襞	1	6512
bic	襞	1	6512
bic	襞	1	6512
bic	臂	1	1280
bic	臂	1	1280
bic	臂	1	1280
bic	璧	1	3267
bic	璧	1	3267
bic	璧	1	3267
bic	辟	1	2731
bic	辟	1	2731
bic	辟	1	2731
bicd	避	1	1034
bicd	壁	1	1313
bicd	壁	1	1313
bicd	壁	1	1313
bicd	嬖	1	5824
bicd	嬖	1	5824
bicd	嬖	1	5824
bicd	襞	1	6512
bicd	襞	1	6512
bicd	襞	1	6512
bicd	臂	1	1280
bicd	臂	1	1280
bicd	臂	1	1280
bicd	璧	1	3267
bicd	璧	1	3267
bicd	璧	1	3267
bicd	辟	1	2731
bicd	辟	1	2731
bicd	辟	1	2731
bice	屄	1	1276
bid	哔	1	4711
bid	咇	1	6968
bid	吡	1	5326
bid	吡	1	5326
bid	鄙	1	2226
bidh	咇	1	6968
bidn	鄙	1	2226
bidv	哔	1	4711
bidv	吡	1	5326
bidv	吡	1	5326
bif	敝	1	3523
bif	敝	1	3523
bif	髀	1	5911
bif	髀	1	5911
bif	髀	1	5911
bif	逼	1	1272
bif	皕	1	6958
bif	皕	1	6958
bif	弊	1	2995
bifd	逼	1	1272
bifh	敝	1	3523
bifh	敝	1	3523
bifh	弊	1	2995
bifu	髀	1	5911
bifu	髀	1	5911
bifu	髀	1	5911
bifu	皕	1	6958
bifu	皕	1	6958
bih	愎	1	4911
bih	必	1	384
bih	邲	1	7269
bihe	愎	1	4911
biht	必	1	384
biht	邲	1	7269
bii	舭	1	7046
biiv	舭	1	7046
bij	俾	1	4269
bij	佖	1	7320
bij	佛	1	700
bijh	佖	1	7320
bijt	佛	1	700
biju	俾	1	4269
bik	滗	1	6756
bik	濞	1	6068
bik	沘	1	7071
bik	泌	1	3661
bikh	泌	1	3661
biko	濞	1	6068
bikr	滗	1	6756
bikv	沘	1	7071
bil	荜	1	5465
bil	薜	1	4650
bil	苾	1	6604
bil	荸	1	5978
bil	蓖	1	5795
bil	芘	1	6407
bil	蔽	1	2573
bil	萆	1	6873
bilc	薜	1	4650
bilf	蔽	1	2573
bilh	苾	1	6604
biln	荸	1	5978
bilt	蓖	1	5795
bilu	萆	1	6873
bilv	荜	1	5465
bilv	芘	1	6407
bim	狴	1	5479
bimv	狴	1	5479
bin	碧	1	1667
bin	贲	1	4156
bin	觱	1	7115
bin	珌	1	7083
binf	觱	1	7115
binh	珌	1	7083
binl	贲	1	4156
binu	碧	1	1667
bio	赑	1	6218
bio	鼻	1	1255
bioo	赑	1	6218
bioq	鼻	1	1255
bip	跸	1	5382
bipv	跸	1	5382
biq	畀	1	6076
biql	畀	1	6076
bir	筚	1	5831
bir	篦	1	5466
bir	箅	1	6406
bir	笔	1	1016
birq	箅	1	6406
birt	篦	1	5466
birv	筚	1	5831
birv	笔	1	1016
bis	诐	1	7145
bisr	诐	1	7145
bit	裨	1	4611
bit	陛	1	1970
bit	币	1	1732
bitr	币	1	1732
bitu	裨	1	4611
bitv	陛	1	1970
biv	比	1	182
biv	坒	1	7534
biv	坒	1	7534
biv	坒	1	7534
biv	匕	1	2585
biv	毙	1	2648
biv	毕	1	756
biv	毖	1	5609
biv	毖	1	5609
biv	毖	1	5609
bivb	匕	1	2585
bivv	比	1	182
bivv	坒	1	7534
bivv	坒	1	7534
bivv	坒	1	7534
bivv	毙	1	2648
bivv	毕	1	756
bivv	毖	1	5609
bivv	毖	1	5609
bivv	毖	1	5609
biw	彼	1	1504
biwr	彼	1	1504
bix	庳	1	6864
bix	秘	1	829
bix	馝	1	7486
bix	秕	1	6299
bix	庇	1	3365
bixh	秘	1	829
bixo	馝	1	7486
bixu	庳	1	6864
bixv	秕	1	6299
bixv	庇	1	3365
biz	铋	1	6793
bizh	铋	1	6793
bj	湴	1	7513
bj	颁	1	3245
bj	坂	1	4461
bj	搬	1	1714
bj	扮	1	1740
bj	癍	1	6448
bj	癍	1	6448
bj	半	1	318
bj	扳	1	2916
bj	昄	1	7338
bj	班	1	720
bj	班	1	720
bj	版	1	1531
bj	瘢	1	5672
bj	板	1	710
bj	钣	1	6282
bj	伴	1	1286
bj	瓣	1	2937
bj	瓣	1	2937
bj	斑	1	2255
bj	斑	1	2255
bj	绊	1	3161
bj	拌	1	3343
bj	拌	1	3343
bj	拌	1	3343
bj	柈	1	7054
bj	般	1	383
bj	攽	1	7041
bj	办	1	376
bj	靽	1	7575
bj	阪	1	4306
bja	癍	1	6448
bja	癍	1	6448
bja	版	1	1531
bja	瘢	1	5672
bjai	瘢	1	5672
bjan	癍	1	6448
bjan	癍	1	6448
bjax	版	1	1531
bje	板	1	710
bje	柈	1	7054
bjeh	柈	1	7054
bjex	板	1	710
bjg	坂	1	4461
bjgx	坂	1	4461
bjh	颁	1	3245
bjh	半	1	318
bjh	攽	1	7041
bjhp	颁	1	3245
bjhp	攽	1	7041
bjhu	半	1	318
bji	绊	1	3161
bji	般	1	383
bjih	绊	1	3161
bjir	般	1	383
bjj	伴	1	1286
bjjh	伴	1	1286
bjk	湴	1	7513
bjkh	湴	1	7513
bjn	瓣	1	2937
bjn	瓣	1	2937
bjn	斑	1	2255
bjn	斑	1	2255
bjnv	斑	1	2255
bjnv	斑	1	2255
bjny	瓣	1	2937
bjny	瓣	1	2937
bjo	昄	1	7338
bjox	昄	1	7338
bjp	班	1	720
bjp	班	1	720
bjpn	班	1	720
bjpn	班	1	720
bjs	办	1	376
bjsh	办	1	376
bjt	靽	1	7575
bjt	阪	1	4306
bjth	靽	1	7575
bjtx	阪	1	4306
bju	搬	1	1714
bju	扮	1	1740
bju	扳	1	2916
bju	拌	1	3343
bju	拌	1	3343
bju	拌	1	3343
bjuh	扮	1	1740
bjuh	拌	1	3343
bjuh	拌	1	3343
bjuh	拌	1	3343
bjui	搬	1	1714
bjux	扳	1	2916
bjz	钣	1	6282
bjzx	钣	1	6282
bk	胞	1	2361
bk	堡	1	1757
bk	瀑	1	3154
bk	煲	1	4319
bk	雹	1	4439
bk	宝	1	603
bk	葆	1	4336
bk	枹	1	6335
bk	报	1	431
bk	鸨	1	3818
bk	刨	1	3662
bk	鲍	1	2904
bk	抱	1	641
bk	褓	1	4666
bk	苞	1	3755
bk	豹	1	2200
bk	剥	1	2454
bk	爆	1	1250
bk	暴	1	992
bk	褒	1	3608
bk	包	1	526
bk	炮	1	1343
bk	趵	1	5754
bk	薄	1	1497
bk	饱	1	1915
bk	孢	1	5564
bk	曝	1	3901
bk	保	1	424
bk	龅	1	5250
bk	龅	1	5250
bk	龅	1	5250
bkb	剥	1	2454
bkbk	剥	1	2454
bkc	爆	1	1250
bkc	炮	1	1343
bkcn	炮	1	1343
bkco	爆	1	1250
bke	枹	1	6335
bken	枹	1	6335
bkh	孢	1	5564
bkhn	孢	1	5564
bkj	堡	1	1757
bkj	煲	1	4319
bkj	保	1	424
bkjd	堡	1	1757
bkjd	煲	1	4319
bkjd	保	1	424
bkk	瀑	1	3154
bkko	瀑	1	3154
bkl	葆	1	4336
bkl	苞	1	3755
bkl	薄	1	1497
bkl	龅	1	5250
bkl	龅	1	5250
bkl	龅	1	5250
bklj	葆	1	4336
bklk	薄	1	1497
bkln	苞	1	3755
bkln	龅	1	5250
bkln	龅	1	5250
bkln	龅	1	5250
bkm	豹	1	2200
bkmn	豹	1	2200
bkn	刨	1	3662
bkn	包	1	526
bknv	刨	1	3662
bknv	包	1	526
bko	暴	1	992
bko	曝	1	3901
bkol	暴	1	992
bkoo	曝	1	3901
bkp	趵	1	5754
bkpn	趵	1	5754
bkq	饱	1	1915
bkqn	饱	1	1915
bkt	雹	1	4439
bkt	褓	1	4666
bkt	褒	1	3608
bktj	褓	1	4666
bktj	褒	1	3608
bktn	雹	1	4439
bku	报	1	431
bku	抱	1	641
bkun	抱	1	641
bkuz	报	1	431
bkv	胞	1	2361
bkv	鸨	1	3818
bkvn	胞	1	2361
bkvn	鸨	1	3818
bkw	宝	1	603
bkw	鲍	1	2904
bkwn	宝	1	603
bkwn	鲍	1	2904
bl	摆	1	878
bl	败	1	854
bl	佰	1	4822
bl	百	1	372
bl	拜	1	1100
bl	白	1	151
bl	掰	1	3475
bl	掰	1	3475
bl	捭	1	5396
bl	稗	1	5136
bl	伯	1	982
bl	柏	1	2228
ble	柏	1	2228
bleu	柏	1	2228
blf	百	1	372
blfu	百	1	372
blj	佰	1	4822
blj	伯	1	982
bljf	佰	1	4822
blju	伯	1	982
blo	败	1	854
bloh	败	1	854
blu	摆	1	878
blu	拜	1	1100
blu	白	1	151
blu	掰	1	3475
blu	掰	1	3475
blu	捭	1	5396
blub	白	1	151
bluf	拜	1	1100
bluh	掰	1	3475
bluh	掰	1	3475
bluu	捭	1	5396
bluy	摆	1	878
blx	稗	1	5136
blxu	稗	1	5136
bm	笾	1	6396
bm	遍	1	1083
bm	鳊	1	6429
bm	扁	1	2537
bm	编	1	1382
bm	碥	1	7104
bm	昪	1	6442
bm	弁	1	4869
bm	便	1	192
bm	忭	1	6555
bm	边	1	143
bm	煸	1	5369
bm	汴	1	4006
bm	褊	1	5873
bm	匾	1	3762
bm	贬	1	3171
bm	砭	1	5265
bm	鞭	1	2119
bm	辩	1	1897
bm	辩	1	1897
bm	抃	1	6969
bm	变	1	235
bm	蝙	1	3206
bm	萹	1	7397
bm	卞	1	3932
bm	辨	1	2286
bm	辨	1	2286
bm	苄	1	6729
bm	辫	1	3153
bm	辫	1	3153
bmc	煸	1	5369
bmc	蝙	1	3206
bmcm	煸	1	5369
bmcm	蝙	1	3206
bmh	忭	1	6555
bmhz	忭	1	6555
bmi	编	1	1382
bmim	编	1	1382
bmj	便	1	192
bmjf	便	1	192
bmk	弁	1	4869
bmk	汴	1	4006
bmkl	弁	1	4869
bmkz	汴	1	4006
bml	萹	1	7397
bml	苄	1	6729
bmlm	萹	1	7397
bmlz	苄	1	6729
bmm	遍	1	1083
bmm	扁	1	2537
bmm	碥	1	7104
bmm	砭	1	5265
bmmi	遍	1	1083
bmmi	扁	1	2537
bmmm	碥	1	7104
bmmt	砭	1	5265
bmn	匾	1	3762
bmn	辩	1	1897
bmn	辩	1	1897
bmn	辨	1	2286
bmn	辨	1	2286
bmn	辫	1	3153
bmn	辫	1	3153
bmni	辫	1	3153
bmni	辫	1	3153
bmnm	匾	1	3762
bmnp	辨	1	2286
bmnp	辨	1	2286
bmns	辩	1	1897
bmns	辩	1	1897
bmo	昪	1	6442
bmo	贬	1	3171
bmok	昪	1	6442
bmot	贬	1	3171
bmr	笾	1	6396
bmrs	笾	1	6396
bms	边	1	143
bmsu	边	1	143
bmt	褊	1	5873
bmt	鞭	1	2119
bmtj	鞭	1	2119
bmtm	褊	1	5873
bmu	抃	1	6969
bmuz	抃	1	6969
bmw	鳊	1	6429
bmwm	鳊	1	6429
bmz	变	1	235
bmz	卞	1	3932
bmzc	变	1	235
bmzy	卞	1	3932
bn	殡	1	4254
bn	缤	1	3799
bn	摈	1	5173
bn	膑	1	4752
bn	邠	1	6155
bn	玢	1	5412
bn	槟	1	4176
bn	滨	1	2800
bn	宾	1	1639
bn	髌	1	6378
bn	彬	1	2170
bn	豳	1	5969
bn	斌	1	2346
bn	鬓	1	3420
bn	濒	1	3864
bn	镔	1	3853
bn	傧	1	5769
bne	槟	1	4176
bne	彬	1	2170
bnee	彬	1	2170
bnew	槟	1	4176
bnf	髌	1	6378
bnfw	髌	1	6378
bng	殡	1	4254
bngw	殡	1	4254
bnh	邠	1	6155
bnhp	邠	1	6155
bni	缤	1	3799
bniw	缤	1	3799
bnj	傧	1	5769
bnjw	傧	1	5769
bnk	滨	1	2800
bnk	濒	1	3864
bnks	濒	1	3864
bnkw	滨	1	2800
bnn	玢	1	5412
bnnh	玢	1	5412
bnp	鬓	1	3420
bnpe	鬓	1	3420
bnu	摈	1	5173
bnuw	摈	1	5173
bnv	膑	1	4752
bnv	豳	1	5969
bnv	斌	1	2346
bnvf	斌	1	2346
bnvj	豳	1	5969
bnvw	膑	1	4752
bnw	宾	1	1639
bnwt	宾	1	1639
bnz	镔	1	3853
bnzw	镔	1	3853
bo	馞	1	7411
bo	啵	1	4573
bo	砵	1	7076
bo	波	1	835
bo	玻	1	1989
bo	拨	1	1722
bo	亳	1	5218
bo	播	1	1889
bo	钵	1	3782
bo	鹁	1	6412
bo	鹁	1	6412
bo	鹁	1	6412
bo	饽	1	4743
bo	博	1	1299
bo	僰	1	6485
